probe,n_params,fold,epoch,train_loss,r2_mean,elapsed_s,r2_swi,r2_tango,r2_net_charge,r2_pI,r2_iupred3,r2_iupred3_fraction_disordered,r2_shannon_entropy,r2_hydrophobic_patch_total_area,r2_hydrophobic_patch_n_large,r2_sap,r2_scm_positive,r2_scm_negative,r2_rg
mlp_h128_L2,19341,0,5,0.7580007203366433,0.21055148198054388,3.653395175933838,0.15832197666168213,0.10693854093551636,0.20013725757598877,0.24395567178726196,0.35653430223464966,0.16881990432739258,0.5635516047477722,0.123546302318573,0.12308722734451294,0.19765019416809082,0.2795291543006897,0.19859308004379272,0.01650404930114746
mlp_h128_L2,19341,0,6,0.7550067167247599,0.24537732509466317,3.601696252822876,0.1655098795890808,0.14234167337417603,0.21974414587020874,0.2530922293663025,0.3811754584312439,0.2014397382736206,0.6701048016548157,0.15623754262924194,0.14911383390426636,0.23492300510406494,0.3147658109664917,0.25463157892227173,0.046825528144836426
mlp_h128_L2,19341,0,7,0.754930465698573,0.24937888292165902,3.5797080993652344,0.16675090789794922,0.1421768069267273,0.21784305572509766,0.25162452459335327,0.3821626305580139,0.20047909021377563,0.6602882146835327,0.17199593782424927,0.1629146933555603,0.2573925256729126,0.324134886264801,0.2549746632575989,0.049187541007995605
mlp_h128_L2,19341,0,8,0.7526450680655964,0.25269927886816174,3.49527645111084,0.1673579216003418,0.13965046405792236,0.230682373046875,0.2604023218154907,0.38775283098220825,0.1983153223991394,0.6669561862945557,0.17424947023391724,0.16619420051574707,0.25921690464019775,0.3272891044616699,0.2568109631538391,0.050212562084198
mlp_h128_L2,19341,0,9,0.7511767722506735,0.25602203149061936,3.573214054107666,0.16303563117980957,0.14530080556869507,0.22627800703048706,0.2587525248527527,0.38928091526031494,0.20266324281692505,0.6622352600097656,0.18948036432266235,0.1805933713912964,0.2747209668159485,0.3244171142578125,0.256115198135376,0.055413007736206055
mlp_h128_L2,19341,0,10,0.7489767067347085,0.2522482734460097,3.603752851486206,0.16364651918411255,0.15281254053115845,0.22240763902664185,0.2551901340484619,0.3855816125869751,0.16725873947143555,0.6563335657119751,0.1910165548324585,0.17860227823257446,0.2726547122001648,0.32892072200775146,0.25079619884490967,0.054006338119506836
mlp_h128_L2,19341,0,11,0.7485464709581221,0.25523727673750657,3.570072889328003,0.16227519512176514,0.14967846870422363,0.22655242681503296,0.25471049547195435,0.3890647888183594,0.20736145973205566,0.6618866920471191,0.1831253170967102,0.1730126142501831,0.26237744092941284,0.32943350076675415,0.2602475881576538,0.058358609676361084
mlp_h128_L2,19341,0,12,0.7458298417025384,0.24873483639497024,3.6965134143829346,0.16162776947021484,0.14726006984710693,0.20783120393753052,0.2366822361946106,0.37542736530303955,0.20030206441879272,0.6611019968986511,0.17729592323303223,0.16512662172317505,0.2579847574234009,0.32222557067871094,0.26049667596817017,0.06019061803817749
mlp_h128_L2,19341,0,13,0.74656415876654,0.2501203738726102,3.5520687103271484,0.16042006015777588,0.13176953792572021,0.2276948094367981,0.2580503225326538,0.38436371088027954,0.19827574491500854,0.6632372736930847,0.18511128425598145,0.17551302909851074,0.2533302903175354,0.31608396768569946,0.24876445531845093,0.048950374126434326
per_res_mlp_h64_L1,1421,0,0,0.8991394074992657,0.1607354971078726,3.142932415008545,0.1785297989845276,0.06054133176803589,0.20014327764511108,0.22163808345794678,0.2929607033729553,0.11835533380508423,0.45400112867355347,0.02843266725540161,0.0283927321434021,0.04188352823257446,0.33286798000335693,0.13268250226974487,-0.0008676052093505859
per_res_mlp_h64_L1,1421,0,1,0.8020498012971726,0.19639915227890015,3.154165029525757,0.2059299349784851,0.03312242031097412,0.32421302795410156,0.33601218461990356,0.4072781801223755,0.18641501665115356,0.5164874196052551,-0.026905298233032227,0.008823394775390625,0.030747532844543457,0.40114372968673706,0.16883635520935059,-0.03891491889953613
per_res_mlp_h64_L1,1421,0,2,0.7730622220899641,0.21206671458024245,3.3008275032043457,0.21510517597198486,0.0771557092666626,0.375196635723114,0.38678663969039917,0.46895402669906616,0.2163131833076477,0.44928330183029175,0.005574643611907959,0.0014941096305847168,0.026822924613952637,0.39917272329330444,0.18108296394348145,-0.046074748039245605
per_res_mlp_h64_L1,1421,0,3,0.7554848122511659,0.2500678621805631,3.166048049926758,0.22325819730758667,0.11374813318252563,0.3954492211341858,0.4035128355026245,0.5020538568496704,0.22923266887664795,0.5500988960266113,0.047701239585876465,0.03374052047729492,0.07221931219100952,0.43681156635284424,0.22828882932662964,0.014766931533813477
per_res_mlp_h64_L1,1421,0,4,0.7379679111712136,0.25672141863749576,3.4042904376983643,0.23907369375228882,0.12287843227386475,0.40917110443115234,0.410800576210022,0.4974710941314697,0.19505596160888672,0.5733927488327026,0.06072127819061279,0.05953872203826904,0.0789794921875,0.4327170252799988,0.24101006984710693,0.016568243503570557
per_res_mlp_h64_L1,1421,0,5,0.7290631377512646,0.22403910068365243,3.3597404956817627,0.24152648448944092,0.030159831047058105,0.44743961095809937,0.4527694582939148,0.5521583557128906,0.25812506675720215,0.5444105863571167,-0.03299438953399658,0.026240229606628418,0.004564166069030762,0.32599472999572754,0.17168623208999634,-0.10957205295562744
per_res_mlp_h64_L1,1421,0,6,0.721609956127703,0.2809951351239131,3.404951810836792,0.24943113327026367,0.13336336612701416,0.4602382183074951,0.46277451515197754,0.5729153752326965,0.2656514048576355,0.5875753164291382,0.06593185663223267,0.06794285774230957,0.0880698561668396,0.4370468258857727,0.244797945022583,0.01719808578491211
per_res_mlp_h64_L1,1421,0,7,0.7137621177935014,0.2746708576495831,3.2755751609802246,0.2535129189491272,0.04916107654571533,0.4763677716255188,0.46949464082717896,0.582956075668335,0.27336448431015015,0.5931042432785034,0.058590054512023926,0.06435871124267578,0.08807450532913208,0.4267340898513794,0.2612667679786682,-0.026264190673828125
per_res_mlp_h64_L1,1421,0,8,0.7102790312526909,0.2689625391593346,3.3728129863739014,0.2581323981285095,0.11350041627883911,0.48478537797927856,0.46445661783218384,0.5826969146728516,0.24908864498138428,0.5697133541107178,0.020947396755218506,0.042928874492645264,0.04283106327056885,0.4382777810096741,0.24839264154434204,-0.01923847198486328
per_res_mlp_h64_L1,1421,0,9,0.7048874026154073,0.22319494302456194,3.082082986831665,0.2570573091506958,-0.02149522304534912,0.3686220645904541,0.39517003297805786,0.5668830275535583,0.2190188765525818,0.5487674474716187,0.006869316101074219,0.0622180700302124,0.05072951316833496,0.3976127505302429,0.16479986906051636,-0.11471879482269287
per_res_mlp_h64_L1,1421,0,10,0.7022006668499025,0.2871419604008014,3.302298069000244,0.25312089920043945,0.12474590539932251,0.48585397005081177,0.4888960123062134,0.5922818183898926,0.25042998790740967,0.6110860109329224,0.07506060600280762,0.08007925748825073,0.09316951036453247,0.42621350288391113,0.24096375703811646,0.010944247245788574
per_res_mlp_h64_L1,1421,0,11,0.6959896690664926,0.28050091633429897,2.987377643585205,0.22487318515777588,0.10780972242355347,0.4862375855445862,0.49013954401016235,0.5465046167373657,0.24379003047943115,0.6039414405822754,0.06069302558898926,0.0753825306892395,0.09796488285064697,0.4213295578956604,0.28348827362060547,0.004357516765594482
per_res_mlp_h64_L1,1421,0,12,0.692661002857358,0.29839517978521496,3.280853033065796,0.26723772287368774,0.14333456754684448,0.487457811832428,0.4758372902870178,0.6208947896957397,0.29314857721328735,0.6019243001937866,0.07569217681884766,0.07728910446166992,0.08954322338104248,0.43579912185668945,0.2868724465370178,0.024106204509735107
per_res_mlp_h64_L1,1421,0,13,0.6915569798777162,0.28835241611187273,3.532034158706665,0.2692168951034546,0.07421261072158813,0.5140542984008789,0.49896252155303955,0.6148018836975098,0.2740269899368286,0.6162598133087158,0.05093437433242798,0.08493423461914062,0.0859532356262207,0.42132097482681274,0.26890379190444946,-0.02500021457672119
per_res_mlp_h64_L1,1421,0,14,0.690474041793008,0.2838055124649635,3.0536136627197266,0.27039241790771484,0.12102997303009033,0.5192353129386902,0.4924396872520447,0.6235894560813904,0.29869788885116577,0.6265178322792053,0.0316309928894043,0.04507368803024292,0.05752044916152954,0.3723161816596985,0.2427120804786682,-0.011684298515319824
per_res_mlp_h64_L1,1421,0,15,0.6830471670410162,0.31145325990823597,3.060209274291992,0.27424538135528564,0.1411205530166626,0.5198953747749329,0.5059143304824829,0.640119194984436,0.30333131551742554,0.6194168329238892,0.08079051971435547,0.08681905269622803,0.11240565776824951,0.44477492570877075,0.2982398271560669,0.02181941270828247
per_res_mlp_h64_L1,1421,0,16,0.6813299896389033,0.30327674517264736,3.0277092456817627,0.2657020688056946,0.13293904066085815,0.5253238677978516,0.5096899271011353,0.6054916381835938,0.30184024572372437,0.6320035457611084,0.07117944955825806,0.08929771184921265,0.10978102684020996,0.4194537401199341,0.2800941467285156,-0.00019872188568115234
per_res_mlp_h64_L1,1421,0,17,0.6829477900744052,0.311816917015956,3.301029682159424,0.2770231366157532,0.11635535955429077,0.5246113538742065,0.5107297301292419,0.6344019174575806,0.3087504506111145,0.6269819736480713,0.0824352502822876,0.08920401334762573,0.11830765008926392,0.45224112272262573,0.2981618642807007,0.014416098594665527
per_res_mlp_h64_L1,1421,0,18,0.6824509994696285,0.29945234610484195,3.002561330795288,0.27020198106765747,0.11495029926300049,0.5329976081848145,0.5132686495780945,0.6442137956619263,0.30366867780685425,0.63067626953125,0.04225778579711914,0.054778456687927246,0.07386904954910278,0.42581963539123535,0.2897191643714905,-0.0035408735275268555
per_res_mlp_h64_L1,1421,0,19,0.67809753183757,0.31207533983083874,2.9598000049591064,0.2806049585342407,0.15502268075942993,0.5334286689758301,0.5133411884307861,0.6494364738464355,0.29014450311660767,0.6318463087081909,0.06620955467224121,0.054850101470947266,0.10025537014007568,0.4470423460006714,0.3092542886734009,0.0255429744720459
per_res_mlp_h128_L2,19341,0,0,0.8220721698417066,0.228410725410168,3.2616777420043945,0.2886587381362915,-0.1418449878692627,0.5550479888916016,0.5234501361846924,0.585006594657898,0.2721344232559204,0.4299112558364868,-0.020018935203552246,-0.006015419960021973,0.07163012027740479,0.35646718740463257,0.21022939682006836,-0.15531706809997559
per_res_mlp_h128_L2,19341,0,1,0.6682151159438512,0.32063742784353405,3.354180335998535,0.2734426259994507,0.01087731122970581,0.6919440031051636,0.5846716165542603,0.7510185837745667,0.34333890676498413,0.5716315507888794,0.018683314323425293,0.07661998271942139,0.07754015922546387,0.42906653881073,0.3800390362739563,-0.04058706760406494
per_res_mlp_h128_L2,19341,0,2,0.6261508726381196,0.3505006249134357,3.3556888103485107,0.3396364450454712,0.1039084792137146,0.614203929901123,0.6223922371864319,0.7976382374763489,0.39073890447616577,0.7206084728240967,0.037082672119140625,0.07453584671020508,0.15714800357818604,0.3457474112510681,0.4002913236618042,-0.0474238395690918
per_res_mlp_h128_L2,19341,0,3,0.6041861829317627,0.3904741360591008,3.5372557640075684,0.34224891662597656,0.1654897928237915,0.771331250667572,0.7044821977615356,0.770876407623291,0.3919365406036377,0.7321112155914307,0.06410962343215942,0.09503746032714844,0.13983917236328125,0.48364943265914917,0.38984113931655884,0.02521061897277832
per_res_mlp_h128_L2,19341,0,4,0.5913511328487808,0.3976704157315768,3.2730512619018555,0.34409934282302856,0.12409359216690063,0.7828904390335083,0.7113929390907288,0.8279296159744263,0.407243549823761,0.697810173034668,0.06059622764587402,0.10887879133224487,0.15014517307281494,0.5045350790023804,0.42577582597732544,0.024324655532836914
per_res_mlp_h128_L2,19341,0,5,0.5872322199696307,0.40902791114953846,3.030266046524048,0.3361448645591736,0.08563292026519775,0.7901173830032349,0.724689245223999,0.8394347429275513,0.4148014187812805,0.7411249876022339,0.10549968481063843,0.11019289493560791,0.20101839303970337,0.5088299512863159,0.4324299693107605,0.027446389198303223
per_res_mlp_h128_L2,19341,0,6,0.5797938319081167,0.40275693856752837,3.572103261947632,0.35341596603393555,0.15551406145095825,0.7899923920631409,0.7326186895370483,0.8278374075889587,0.3997470736503601,0.6579180955886841,0.09343105554580688,0.11849039793014526,0.1449298858642578,0.5024425983428955,0.43294811248779297,0.026554465293884277
per_res_mlp_h128_L2,19341,0,7,0.5729675692204064,0.38208938103455764,3.125476121902466,0.3243335485458374,0.024404406547546387,0.7903631329536438,0.6829714775085449,0.8290853500366211,0.3469134569168091,0.7561604380607605,0.09225279092788696,0.1253260374069214,0.17952370643615723,0.456156849861145,0.35827773809432983,0.0013930201530456543
per_res_mlp_h128_L2,19341,0,8,0.5689968377363578,0.4218225937623244,3.1367897987365723,0.3605576753616333,0.14876538515090942,0.8082466721534729,0.742939293384552,0.8305441737174988,0.42872291803359985,0.7034569978713989,0.11818671226501465,0.1290283203125,0.21463561058044434,0.5169433355331421,0.44387638568878174,0.03779023885726929
per_res_mlp_h128_L2,19341,0,9,0.5662738482846711,0.3929746105120732,3.3067240715026855,0.3618236184120178,0.11842048168182373,0.8010945916175842,0.6899385452270508,0.8737130761146545,0.43443596363067627,0.7666122913360596,0.054273247718811035,0.11523479223251343,0.16391068696975708,0.3379180431365967,0.4038945436477661,-0.012599945068359375
per_res_mlp_h128_L2,19341,0,10,0.5621245207824846,0.4336071747999925,3.3258731365203857,0.3557741045951843,0.18005573749542236,0.8125853538513184,0.7483291625976562,0.8749663233757019,0.4350837469100952,0.7475383877754211,0.12694942951202393,0.1376333236694336,0.20794576406478882,0.5235136151313782,0.44199037551879883,0.04452794790267944
per_res_mlp_h128_L2,19341,0,11,0.5571999349036829,0.42816391358008754,3.23233962059021,0.3646846413612366,0.17499828338623047,0.8077812194824219,0.7480344176292419,0.8512105941772461,0.4368121027946472,0.7702294588088989,0.10600221157073975,0.10417771339416504,0.1883392333984375,0.511925220489502,0.462094783782959,0.03984099626541138
per_res_mlp_h128_L2,19341,0,12,0.5558614069987369,0.4167757171850938,3.0656425952911377,0.3636898994445801,0.14496159553527832,0.8277236223220825,0.7202733159065247,0.8898125886917114,0.44355201721191406,0.7725542187690735,0.06350106000900269,0.09756547212600708,0.12420988082885742,0.47905755043029785,0.4601186513900757,0.03106445074081421
per_res_mlp_h128_L2,19341,0,13,0.5514971916663515,0.4325713882079491,3.2434263229370117,0.3526211380958557,0.17634958028793335,0.8232824206352234,0.7417480945587158,0.8599526286125183,0.4221598505973816,0.7758595943450928,0.0996706485748291,0.12826621532440186,0.21184468269348145,0.5253967046737671,0.462066650390625,0.044209837913513184
per_res_mlp_h128_L2,19341,0,14,0.5496425618026863,0.44247672191032994,3.25930118560791,0.3667246699333191,0.17570531368255615,0.8361324667930603,0.7550414800643921,0.8811947107315063,0.4429684281349182,0.7781465649604797,0.1327715516090393,0.13798409700393677,0.2363489270210266,0.48591309785842896,0.4636082649230957,0.05965781211853027
per_res_mlp_h128_L2,19341,0,15,0.5498819891614493,0.42200393401659453,3.3694658279418945,0.3611977696418762,0.08888709545135498,0.8224629163742065,0.7340199947357178,0.8184649348258972,0.44422757625579834,0.7725074291229248,0.1429651975631714,0.15163898468017578,0.2402622103691101,0.4191272258758545,0.45619267225265503,0.034097135066986084
per_res_mlp_h128_L2,19341,0,16,0.5473231406591413,0.43656026400052583,3.40628981590271,0.3591498136520386,0.1828230619430542,0.8208515644073486,0.7118939161300659,0.8631526231765747,0.40566790103912354,0.7697901129722595,0.13729602098464966,0.14491045475006104,0.24225479364395142,0.5269947052001953,0.4570927023887634,0.05340576171875
per_res_mlp_h128_L2,19341,0,17,0.5442840628869519,0.4395106847469623,3.36999249458313,0.3668243885040283,0.14936882257461548,0.8418320417404175,0.7622848749160767,0.8943244218826294,0.44680482149124146,0.6926685571670532,0.1401997208595276,0.15568840503692627,0.24726736545562744,0.4977908730506897,0.45823729038238525,0.06034731864929199
per_res_mlp_h128_L2,19341,0,18,0.5470502984656123,0.43270946924503034,3.4900217056274414,0.3660407066345215,0.16970109939575195,0.7994091510772705,0.729193925857544,0.8601680994033813,0.4245198369026184,0.7833583950996399,0.13661950826644897,0.16178762912750244,0.2470088005065918,0.4349839687347412,0.46557700634002686,0.04685497283935547
per_res_mlp_h256_L3,137229,0,0,0.836601847379478,0.30850088137846726,4.46379542350769,0.3184395432472229,0.12829625606536865,0.46339523792266846,0.45223182439804077,0.7195245027542114,0.24161505699157715,0.6662182807922363,0.08572131395339966,0.10209536552429199,0.1330716609954834,0.4758358597755432,0.24034839868545532,-0.016281843185424805
per_res_mlp_h256_L3,137229,0,1,0.6333950705158625,0.3344373061106755,4.41870641708374,0.26673996448516846,0.10572129487991333,0.5463680028915405,0.4573953151702881,0.6628361940383911,0.3307855725288391,0.7313506603240967,0.09359490871429443,0.10579055547714233,0.16877949237823486,0.48958802223205566,0.36916762590408325,0.019567370414733887
per_res_mlp_h256_L3,137229,0,2,0.580736417952603,0.3956865393198453,4.277429103851318,0.35942530632019043,0.12801796197891235,0.7470117807388306,0.6045362949371338,0.7998167276382446,0.41361159086227417,0.7525412440299988,0.09173882007598877,0.12005615234375,0.20846021175384521,0.44353944063186646,0.4455355405807495,0.029633939266204834
per_res_mlp_h256_L3,137229,0,3,0.5660988173368524,0.4016079856799199,4.200988292694092,0.3613963723182678,0.1655246615409851,0.681279718875885,0.6025118827819824,0.8866215944290161,0.4467616081237793,0.7661465406417847,0.09770774841308594,0.10097503662109375,0.1861947774887085,0.44034022092819214,0.4390065670013428,0.046437084674835205
per_res_mlp_h256_L3,137229,0,4,0.5577704977424347,0.40101900467505824,4.0683348178863525,0.34730517864227295,0.17715078592300415,0.8126181364059448,0.733783483505249,0.7660903930664062,0.3661413788795471,0.7554640173912048,0.03950291872024536,0.05176359415054321,0.14951413869857788,0.5149581432342529,0.4519537091255188,0.0470011830329895
per_res_mlp_h256_L3,137229,0,5,0.5481001568099958,0.4323863753905663,4.059912443161011,0.3303108215332031,0.18393093347549438,0.8215844035148621,0.7781001329421997,0.8177602291107178,0.4082450270652771,0.7791801691055298,0.13622397184371948,0.1510171890258789,0.24983853101730347,0.5211236476898193,0.41355109214782715,0.030156731605529785
per_res_mlp_h256_L3,137229,0,6,0.5471439496167211,0.4449972602037283,4.130419492721558,0.3629469871520996,0.1491405963897705,0.8317966461181641,0.7451164722442627,0.8964388966560364,0.4591507315635681,0.7871430516242981,0.13770657777786255,0.15446162223815918,0.24004286527633667,0.52882981300354,0.4541056752204895,0.038084447383880615
per_res_mlp_h256_L3,137229,0,7,0.539360475208696,0.4053069078005277,4.351262807846069,0.35807543992996216,0.19788634777069092,0.7199594974517822,0.6949185729026794,0.7330918312072754,0.3981948494911194,0.7943070530891418,0.09898078441619873,0.10398316383361816,0.18624663352966309,0.4699419140815735,0.4534403085708618,0.0599634051322937
per_res_mlp_h256_L3,137229,0,8,0.5339129131751151,0.4038647825901325,4.297919511795044,0.3650643229484558,0.04149031639099121,0.7780154347419739,0.7410913705825806,0.8719949126243591,0.44629454612731934,0.7911202907562256,0.06580060720443726,0.10938495397567749,0.21887809038162231,0.39016151428222656,0.44887882471084595,-0.017933011054992676
per_res_mlp_h256_L3,137229,0,9,0.5318675368173457,0.448094354226039,4.212562799453735,0.37144482135772705,0.18764126300811768,0.7621700763702393,0.6904261112213135,0.9100520610809326,0.4697261452674866,0.7963861227035522,0.17249846458435059,0.180800199508667,0.28013837337493896,0.5000190138816833,0.43981683254241943,0.06410712003707886
per_res_mlp_h256_L3,137229,0,10,0.5271355651295393,0.4461051042263324,4.311945199966431,0.36275774240493774,0.20976310968399048,0.8267759084701538,0.7370500564575195,0.9075390696525574,0.4580838680267334,0.7003598213195801,0.15810734033584595,0.1817084550857544,0.21423763036727905,0.5365055799484253,0.4378608465194702,0.06861692667007446
per_res_mlp_h256_L3,137229,0,11,0.5242524925592775,0.40989183004085833,4.345287084579468,0.3719342350959778,0.21906626224517822,0.5309885740280151,0.5661126375198364,0.8977028131484985,0.44865673780441284,0.7980194687843323,0.13716751337051392,0.170956552028656,0.24118298292160034,0.4532357454299927,0.4256746172904968,0.06789565086364746
per_res_mlp_h256_L3,137229,0,12,0.5161682671670116,0.4038547002352201,4.173515796661377,0.35719895362854004,0.044125378131866455,0.8377368450164795,0.7681649923324585,0.8860862851142883,0.45478737354278564,0.7571395039558411,0.02172374725341797,0.10118776559829712,0.1618402600288391,0.4226100444793701,0.48618584871292114,-0.04867589473724365
per_res_mlp_h256_L3,137229,0,13,0.5158345815854872,0.4413426243341886,4.044094800949097,0.35108059644699097,0.20801478624343872,0.748553991317749,0.6867009997367859,0.8537949323654175,0.4277592897415161,0.7698201537132263,0.17006808519363403,0.20098650455474854,0.2816992402076721,0.513460099697113,0.436185359954834,0.08933007717132568
